Time step:,xu:,x0:,x1:,x2:,x3:,Integral:,%ee:
330,0.267135,0.0329896,0.172825,0.317425,0.209625,1.56345,26.7135
331,0.266069,0.0331255,0.173308,0.317873,0.209624,1.56207,26.6069
332,0.265007,0.0332612,0.173791,0.318319,0.209622,1.5607,26.5007
333,0.263949,0.0333969,0.174272,0.318763,0.209619,1.55934,26.3949
334,0.262895,0.0335325,0.174752,0.319205,0.209615,1.55799,26.2895
335,0.261846,0.033668,0.175232,0.319644,0.209611,1.55665,26.1846
336,0.2608,0.0338034,0.17571,0.320082,0.209605,1.55531,26.08
337,0.259759,0.0339387,0.176187,0.320517,0.209598,1.55398,25.9759
338,0.258722,0.0340739,0.176663,0.32095,0.209591,1.55266,25.8722
339,0.257689,0.034209,0.177138,0.321381,0.209582,1.55135,25.7689
340,0.256661,0.034344,0.177612,0.321811,0.209573,1.55005,25.6661
341,0.255636,0.0344789,0.178084,0.322238,0.209563,1.54875,25.5636
342,0.254616,0.0346137,0.178556,0.322663,0.209552,1.54746,25.4616
343,0.253599,0.0347484,0.179027,0.323086,0.20954,1.54618,25.3599
344,0.252587,0.0348829,0.179496,0.323507,0.209527,1.54491,25.2587
345,0.251579,0.0350174,0.179965,0.323926,0.209513,1.54364,25.1579
346,0.250574,0.0351517,0.180432,0.324343,0.209499,1.54239,25.0574
347,0.249574,0.0352859,0.180899,0.324757,0.209484,1.54113,24.9574
348,0.248578,0.03542,0.181364,0.32517,0.209468,1.53989,24.8578
349,0.247585,0.035554,0.181828,0.325581,0.209451,1.53866,24.7585
350,0.246597,0.0356879,0.182291,0.32599,0.209433,1.53743,24.6597
351,0.245613,0.0358216,0.182754,0.326397,0.209415,1.53621,24.5613
352,0.244632,0.0359552,0.183215,0.326802,0.209396,1.53499,24.4632
353,0.243655,0.0360887,0.183674,0.327205,0.209376,1.53379,24.3655
354,0.242683,0.0362221,0.184133,0.327607,0.209355,1.53259,24.2683
355,0.241714,0.0363553,0.184591,0.328006,0.209334,1.5314,24.1714
356,0.240749,0.0364884,0.185048,0.328403,0.209312,1.53021,24.0749
357,0.239788,0.0366214,0.185503,0.328799,0.209289,1.52903,23.9788
358,0.238831,0.0367542,0.185958,0.329192,0.209265,1.52786,23.8831
359,0.237877,0.0368869,0.186411,0.329584,0.209241,1.5267,23.7877
360,0.236928,0.0370195,0.186864,0.329973,0.209216,1.52554,23.6928
361,0.235982,0.0371519,0.187315,0.330361,0.20919,1.52439,23.5982
362,0.23504,0.0372842,0.187765,0.330747,0.209164,1.52325,23.504
363,0.234102,0.0374163,0.188214,0.331131,0.209137,1.52211,23.4102
364,0.233167,0.0375483,0.188662,0.331514,0.209109,1.52098,23.3167
365,0.232236,0.0376802,0.189109,0.331894,0.20908,1.51986,23.2236
366,0.231309,0.0378119,0.189555,0.332273,0.209051,1.51875,23.1309
367,0.230386,0.0379435,0.19,0.332649,0.209022,1.51764,23.0386
368,0.229466,0.0380749,0.190443,0.333024,0.208991,1.51653,22.9466
369,0.22855,0.0382062,0.190886,0.333398,0.20896,1.51544,22.855
370,0.227638,0.0383373,0.191328,0.333769,0.208929,1.51435,22.7638
371,0.226729,0.0384683,0.191768,0.334138,0.208896,1.51327,22.6729
372,0.225824,0.0385991,0.192207,0.334506,0.208864,1.51219,22.5824
373,0.224922,0.0387298,0.192646,0.334872,0.20883,1.51112,22.4922
374,0.224024,0.0388603,0.193083,0.335236,0.208796,1.51006,22.4024
375,0.22313,0.0389906,0.193519,0.335599,0.208761,1.509,22.313
376,0.222239,0.0391208,0.193954,0.33596,0.208726,1.50795,22.2239
377,0.221352,0.0392509,0.194388,0.336319,0.20869,1.5069,22.1352
378,0.220469,0.0393808,0.194821,0.336676,0.208654,1.50587,22.0469
379,0.219588,0.0395105,0.195253,0.337031,0.208617,1.50483,21.9588
380,0.218712,0.03964,0.195683,0.337385,0.20858,1.50381,21.8712
381,0.217839,0.0397694,0.196113,0.337737,0.208542,1.50279,21.7839
382,0.216969,0.0398986,0.196541,0.338088,0.208503,1.50177,21.6969
383,0.216103,0.0400277,0.196969,0.338436,0.208464,1.50077,21.6103
384,0.21524,0.0401566,0.197395,0.338783,0.208424,1.49976,21.524
385,0.214381,0.0402853,0.197821,0.339129,0.208384,1.49877,21.4381
386,0.213525,0.0404139,0.198245,0.339472,0.208344,1.49778,21.3525
387,0.212673,0.0405422,0.198668,0.339814,0.208302,1.4968,21.2673
388,0.211824,0.0406705,0.19909,0.340155,0.208261,1.49582,21.1824
389,0.210978,0.0407985,0.199511,0.340494,0.208219,1.49485,21.0978
390,0.210136,0.0409264,0.199931,0.340831,0.208176,1.49388,21.0136
391,0.209297,0.041054,0.20035,0.341166,0.208133,1.49292,20.9297
392,0.208462,0.0411816,0.200768,0.3415,0.208089,1.49196,20.8462
393,0.20763,0.0413089,0.201184,0.341832,0.208045,1.49102,20.763
394,0.206801,0.0414361,0.2016,0.342163,0.208001,1.49007,20.6801
395,0.205975,0.041563,0.202014,0.342492,0.207956,1.48913,20.5975
396,0.205153,0.0416898,0.202428,0.342819,0.20791,1.4882,20.5153
397,0.204334,0.0418165,0.20284,0.343145,0.207864,1.48728,20.4334
398,0.203518,0.0419429,0.203252,0.343469,0.207818,1.48636,20.3518
399,0.202706,0.0420691,0.203662,0.343792,0.207771,1.48544,20.2706
400,0.201897,0.0421952,0.204071,0.344113,0.207724,1.48453,20.1897
401,0.201091,0.0423211,0.204479,0.344433,0.207677,1.48363,20.1091
402,0.200288,0.0424468,0.204886,0.344751,0.207628,1.48273,20.0288
403,0.199488,0.0425723,0.205292,0.345067,0.20758,1.48183,19.9488
404,0.198692,0.0426976,0.205697,0.345382,0.207531,1.48094,19.8692
405,0.197899,0.0428228,0.206101,0.345696,0.207482,1.48006,19.7899
406,0.197109,0.0429477,0.206504,0.346008,0.207432,1.47918,19.7109
407,0.196322,0.0430725,0.206905,0.346318,0.207382,1.47831,19.6322
408,0.195538,0.043197,0.207306,0.346627,0.207332,1.47744,19.5538
409,0.194758,0.0433214,0.207706,0.346934,0.207281,1.47658,19.4758
410,0.19398,0.0434456,0.208104,0.34724,0.20723,1.47573,19.398
411,0.193206,0.0435695,0.208501,0.347545,0.207178,1.47487,19.3206
412,0.192434,0.0436933,0.208898,0.347848,0.207127,1.47403,19.2434
413,0.191666,0.0438169,0.209293,0.348149,0.207074,1.47319,19.1666
414,0.190901,0.0439403,0.209687,0.348449,0.207022,1.47235,19.0901
415,0.190139,0.0440635,0.210081,0.348748,0.206969,1.47152,19.0139
416,0.18938,0.0441865,0.210473,0.349045,0.206915,1.47069,18.938
417,0.188624,0.0443093,0.210864,0.349341,0.206862,1.46987,18.8624
418,0.187871,0.0444319,0.211254,0.349635,0.206808,1.46905,18.7871
419,0.187121,0.0445543,0.211643,0.349928,0.206754,1.46824,18.7121
420,0.186374,0.0446765,0.212031,0.35022,0.206699,1.46743,18.6374
421,0.18563,0.0447985,0.212418,0.35051,0.206644,1.46663,18.563
422,0.184889,0.0449203,0.212804,0.350798,0.206589,1.46583,18.4889
423,0.184151,0.0450419,0.213188,0.351086,0.206533,1.46504,18.4151
424,0.183416,0.0451633,0.213572,0.351371,0.206477,1.46425,18.3416
425,0.182684,0.0452845,0.213955,0.351656,0.206421,1.46347,18.2684
426,0.181954,0.0454055,0.214337,0.351939,0.206365,1.46269,18.1954
427,0.181228,0.0455263,0.214717,0.352221,0.206308,1.46192,18.1228
428,0.180504,0.0456468,0.215097,0.352501,0.206251,1.46115,18.0504
429,0.179784,0.0457672,0.215475,0.35278,0.206194,1.46038,17.9784
430,0.179066,0.0458874,0.215853,0.353058,0.206136,1.45962,17.9066
431,0.178351,0.0460073,0.216229,0.353334,0.206078,1.45887,17.8351
432,0.177639,0.046127,0.216605,0.353609,0.20602,1.45812,17.7639
433,0.17693,0.0462466,0.216979,0.353883,0.205962,1.45737,17.693
434,0.176224,0.0463659,0.217352,0.354155,0.205903,1.45663,17.6224
435,0.17552,0.046485,0.217725,0.354426,0.205844,1.45589,17.552
436,0.17482,0.0466039,0.218096,0.354696,0.205785,1.45516,17.482
437,0.174122,0.0467226,0.218466,0.354964,0.205726,1.45443,17.4122
438,0.173427,0.046841,0.218835,0.355231,0.205666,1.4537,17.3427
439,0.172734,0.0469593,0.219203,0.355497,0.205606,1.45298,17.2734
440,0.172045,0.0470773,0.219571,0.355761,0.205546,1.45227,17.2045
441,0.171358,0.0471952,0.219937,0.356025,0.205486,1.45156,17.1358
442,0.170674,0.0473128,0.220302,0.356286,0.205425,1.45085,17.0674
443,0.169993,0.0474302,0.220666,0.356547,0.205364,1.45015,16.9993
444,0.169314,0.0475473,0.221029,0.356807,0.205303,1.44945,16.9314
445,0.168638,0.0476643,0.221391,0.357065,0.205242,1.44875,16.8638
446,0.167965,0.0477811,0.221752,0.357322,0.20518,1.44806,16.7965
447,0.167294,0.0478976,0.222112,0.357577,0.205119,1.44738,16.7294
448,0.166627,0.0480139,0.222471,0.357832,0.205057,1.4467,16.6627
449,0.165961,0.04813,0.222829,0.358085,0.204995,1.44602,16.5961
450,0.165299,0.0482459,0.223186,0.358337,0.204933,1.44534,16.5299
451,0.164639,0.0483615,0.223542,0.358588,0.20487,1.44467,16.4639
452,0.163982,0.048477,0.223897,0.358837,0.204807,1.44401,16.3982
453,0.163327,0.0485922,0.224251,0.359086,0.204745,1.44334,16.3327
454,0.162675,0.0487072,0.224604,0.359333,0.204682,1.44269,16.2675
455,0.162026,0.0488219,0.224955,0.359579,0.204618,1.44203,16.2026
456,0.161379,0.0489365,0.225306,0.359823,0.204555,1.44138,16.1379
457,0.160735,0.0490508,0.225656,0.360067,0.204491,1.44074,16.0735
458,0.160093,0.0491649,0.226005,0.360309,0.204428,1.44009,16.0093
459,0.159454,0.0492788,0.226353,0.36055,0.204364,1.43945,15.9454
460,0.158817,0.0493925,0.2267,0.360791,0.2043,1.43882,15.8817
461,0.158183,0.0495059,0.227046,0.361029,0.204236,1.43819,15.8183
462,0.157552,0.0496191,0.227391,0.361267,0.204171,1.43756,15.7552
463,0.156923,0.0497321,0.227735,0.361504,0.204107,1.43694,15.6923
464,0.156297,0.0498449,0.228077,0.361739,0.204042,1.43632,15.6297
465,0.155673,0.0499574,0.228419,0.361973,0.203977,1.4357,15.5673
466,0.155051,0.0500697,0.22876,0.362207,0.203912,1.43509,15.5051
467,0.154432,0.0501818,0.2291,0.362439,0.203847,1.43448,15.4432
468,0.153816,0.0502937,0.229439,0.36267,0.203782,1.43388,15.3816
469,0.153202,0.0504053,0.229777,0.362899,0.203716,1.43327,15.3202
470,0.15259,0.0505167,0.230114,0.363128,0.203651,1.43268,15.259
471,0.151981,0.0506279,0.23045,0.363356,0.203585,1.43208,15.1981
472,0.151374,0.0507389,0.230785,0.363582,0.20352,1.43149,15.1374
473,0.15077,0.0508496,0.231119,0.363807,0.203454,1.4309,15.077
474,0.150168,0.0509601,0.231452,0.364032,0.203388,1.43032,15.0168
475,0.149569,0.0510704,0.231784,0.364255,0.203322,1.42974,14.9569
476,0.148972,0.0511804,0.232116,0.364477,0.203255,1.42916,14.8972
477,0.148377,0.0512902,0.232446,0.364698,0.203189,1.42859,14.8377
478,0.147785,0.0513998,0.232775,0.364918,0.203123,1.42802,14.7785
479,0.147195,0.0515092,0.233103,0.365137,0.203056,1.42745,14.7195
480,0.146607,0.0516183,0.23343,0.365355,0.202989,1.42689,14.6607
481,0.146022,0.0517272,0.233757,0.365572,0.202923,1.42633,14.6022
482,0.145439,0.0518359,0.234082,0.365787,0.202856,1.42578,14.5439
483,0.144858,0.0519443,0.234406,0.366002,0.202789,1.42522,14.4858
484,0.14428,0.0520525,0.23473,0.366216,0.202722,1.42467,14.428
485,0.143704,0.0521605,0.235052,0.366428,0.202655,1.42413,14.3704
486,0.14313,0.0522682,0.235374,0.36664,0.202588,1.42358,14.313
487,0.142559,0.0523757,0.235694,0.366851,0.20252,1.42304,14.2559
488,0.14199,0.052483,0.236014,0.36706,0.202453,1.42251,14.199
489,0.141423,0.0525901,0.236333,0.367269,0.202385,1.42197,14.1423
490,0.140858,0.0526969,0.23665,0.367476,0.202318,1.42144,14.0858
491,0.140296,0.0528035,0.236967,0.367683,0.20225,1.42092,14.0296
492,0.139736,0.0529099,0.237283,0.367888,0.202183,1.42039,13.9736
493,0.139178,0.053016,0.237598,0.368093,0.202115,1.41987,13.9178
494,0.138623,0.0531219,0.237912,0.368297,0.202047,1.41935,13.8623
495,0.138069,0.0532275,0.238225,0.368499,0.201979,1.41884,13.8069
496,0.137518,0.053333,0.238537,0.368701,0.201911,1.41833,13.7518
497,0.136969,0.0534382,0.238848,0.368901,0.201843,1.41782,13.6969
498,0.136422,0.0535431,0.239158,0.369101,0.201775,1.41731,13.6422
499,0.135878,0.0536479,0.239467,0.3693,0.201707,1.41681,13.5878
500,0.135335,0.0537524,0.239776,0.369498,0.201639,1.41631,13.5335
501,0.134795,0.0538566,0.240083,0.369694,0.201571,1.41582,13.4795
502,0.134257,0.0539607,0.24039,0.36989,0.201503,1.41532,13.4257
503,0.133721,0.0540645,0.240695,0.370085,0.201434,1.41483,13.3721
504,0.133187,0.0541681,0.241,0.370279,0.201366,1.41434,13.3187
505,0.132655,0.0542714,0.241304,0.370472,0.201298,1.41386,13.2655
506,0.132126,0.0543745,0.241606,0.370664,0.201229,1.41338,13.2126
507,0.131598,0.0544774,0.241908,0.370855,0.201161,1.4129,13.1598
508,0.131073,0.05458,0.242209,0.371046,0.201092,1.41242,13.1073
509,0.13055,0.0546824,0.242509,0.371235,0.201024,1.41195,13.055
510,0.130029,0.0547846,0.242808,0.371423,0.200955,1.41148,13.0029
511,0.12951,0.0548865,0.243107,0.371611,0.200887,1.41101,12.951
512,0.128993,0.0549882,0.243404,0.371797,0.200818,1.41055,12.8993
513,0.128478,0.0550897,0.2437,0.371983,0.200749,1.41009,12.8478
514,0.127965,0.0551909,0.243996,0.372168,0.200681,1.40963,12.7965
515,0.127454,0.0552919,0.24429,0.372352,0.200612,1.40917,12.7454
516,0.126945,0.0553927,0.244584,0.372535,0.200543,1.40872,12.6945
517,0.126438,0.0554932,0.244877,0.372717,0.200475,1.40827,12.6438
518,0.125934,0.0555935,0.245169,0.372898,0.200406,1.40782,12.5934
519,0.125431,0.0556936,0.24546,0.373079,0.200337,1.40737,12.5431
520,0.12493,0.0557934,0.24575,0.373258,0.200268,1.40693,12.493
521,0.124431,0.055893,0.246039,0.373437,0.2002,1.40649,12.4431
522,0.123935,0.0559923,0.246328,0.373615,0.200131,1.40605,12.3935
523,0.12344,0.0560915,0.246615,0.373792,0.200062,1.40562,12.344
524,0.122947,0.0561904,0.246902,0.373968,0.199993,1.40518,12.2947
525,0.122456,0.056289,0.247187,0.374143,0.199924,1.40475,12.2456
526,0.121968,0.0563874,0.247472,0.374317,0.199856,1.40433,12.1968
527,0.121481,0.0564856,0.247756,0.374491,0.199787,1.4039,12.1481
528,0.120996,0.0565836,0.248039,0.374664,0.199718,1.40348,12.0996
529,0.120513,0.0566813,0.248321,0.374835,0.199649,1.40306,12.0513
530,0.120032,0.0567788,0.248603,0.375007,0.19958,1.40264,12.0032
531,0.119552,0.0568761,0.248883,0.375177,0.199512,1.40223,11.9552
532,0.119075,0.0569731,0.249163,0.375346,0.199443,1.40182,11.9075
533,0.1186,0.0570699,0.249441,0.375515,0.199374,1.40141,11.86
534,0.118126,0.0571664,0.249719,0.375683,0.199305,1.401,11.8126
535,0.117655,0.0572628,0.249996,0.37585,0.199237,1.40059,11.7655
536,0.117185,0.0573589,0.250272,0.376016,0.199168,1.40019,11.7185
537,0.116717,0.0574547,0.250547,0.376181,0.199099,1.39979,11.6717
538,0.116251,0.0575503,0.250822,0.376346,0.199031,1.39939,11.6251
539,0.115787,0.0576457,0.251095,0.37651,0.198962,1.399,11.5787
540,0.115325,0.0577409,0.251368,0.376673,0.198893,1.39861,11.5325
541,0.114865,0.0578358,0.25164,0.376835,0.198825,1.39822,11.4865
542,0.114406,0.0579305,0.251911,0.376996,0.198756,1.39783,11.4406
543,0.113949,0.058025,0.252181,0.377157,0.198688,1.39744,11.3949
544,0.113495,0.0581192,0.25245,0.377317,0.198619,1.39706,11.3495
545,0.113042,0.0582132,0.252719,0.377476,0.198551,1.39668,11.3042
546,0.11259,0.058307,0.252986,0.377634,0.198482,1.3963,11.259
547,0.112141,0.0584005,0.253253,0.377792,0.198414,1.39592,11.2141
548,0.111693,0.0584938,0.253519,0.377949,0.198345,1.39555,11.1693
549,0.111247,0.0585868,0.253784,0.378105,0.198277,1.39518,11.1247
550,0.110803,0.0586797,0.254048,0.37826,0.198209,1.39481,11.0803
551,0.110361,0.0587723,0.254312,0.378415,0.19814,1.39444,11.0361
552,0.10992,0.0588647,0.254574,0.378569,0.198072,1.39407,10.992
553,0.109481,0.0589568,0.254836,0.378722,0.198004,1.39371,10.9481
554,0.109044,0.0590487,0.255097,0.378874,0.197936,1.39335,10.9044
555,0.108609,0.0591404,0.255357,0.379026,0.197868,1.39299,10.8609
556,0.108176,0.0592318,0.255617,0.379177,0.197799,1.39263,10.8176
557,0.107744,0.059323,0.255875,0.379327,0.197731,1.39228,10.7744
558,0.107314,0.059414,0.256133,0.379476,0.197663,1.39192,10.7314
559,0.106885,0.0595048,0.25639,0.379625,0.197595,1.39157,10.6885
560,0.106459,0.0595953,0.256646,0.379773,0.197528,1.39123,10.6459
561,0.106034,0.0596856,0.256901,0.37992,0.19746,1.39088,10.6034
562,0.10561,0.0597756,0.257155,0.380067,0.197392,1.39054,10.561
563,0.105189,0.0598655,0.257409,0.380213,0.197324,1.39019,10.5189
564,0.104769,0.0599551,0.257662,0.380358,0.197256,1.38985,10.4769
565,0.10435,0.0600444,0.257914,0.380503,0.197189,1.38951,10.435
566,0.103934,0.0601336,0.258165,0.380646,0.197121,1.38918,10.3934
567,0.103519,0.0602225,0.258415,0.38079,0.197054,1.38884,10.3519
568,0.103106,0.0603112,0.258665,0.380932,0.196986,1.38851,10.3106
569,0.102694,0.0603996,0.258914,0.381074,0.196919,1.38818,10.2694
570,0.102284,0.0604879,0.259162,0.381215,0.196851,1.38785,10.2284
571,0.101876,0.0605759,0.259409,0.381355,0.196784,1.38753,10.1876
572,0.101469,0.0606636,0.259655,0.381495,0.196717,1.3872,10.1469
573,0.101064,0.0607512,0.259901,0.381634,0.19665,1.38688,10.1064
574,0.100661,0.0608385,0.260146,0.381773,0.196583,1.38656,10.0661
575,0.100259,0.0609256,0.26039,0.38191,0.196516,1.38624,10.0259
576,0.0998586,0.0610124,0.260633,0.382047,0.196449,1.38593,9.98586
577,0.09946,0.0610991,0.260875,0.382184,0.196382,1.38561,9.946
578,0.0990629,0.0611855,0.261117,0.38232,0.196315,1.3853,9.90629
579,0.0986675,0.0612717,0.261358,0.382455,0.196248,1.38499,9.86675
580,0.0982736,0.0613576,0.261598,0.382589,0.196181,1.38468,9.82736
581,0.0978813,0.0614433,0.261838,0.382723,0.196115,1.38437,9.78813
582,0.0974905,0.0615288,0.262076,0.382856,0.196048,1.38407,9.74905
583,0.0971014,0.0616141,0.262314,0.382989,0.195982,1.38376,9.71014
584,0.0967137,0.0616992,0.262551,0.383121,0.195915,1.38346,9.67137
585,0.0963276,0.061784,0.262787,0.383252,0.195849,1.38316,9.63276
586,0.0959431,0.0618686,0.263023,0.383383,0.195783,1.38286,9.59431
587,0.0955601,0.061953,0.263258,0.383513,0.195716,1.38257,9.55601
588,0.0951786,0.0620371,0.263492,0.383642,0.19565,1.38227,9.51786
589,0.0947987,0.062121,0.263725,0.383771,0.195584,1.38198,9.47987
590,0.0944202,0.0622047,0.263958,0.383899,0.195518,1.38169,9.44202
591,0.0940433,0.0622882,0.264189,0.384027,0.195452,1.3814,9.40433
592,0.0936679,0.0623715,0.26442,0.384154,0.195387,1.38111,9.36679
593,0.093294,0.0624545,0.264651,0.38428,0.195321,1.38083,9.3294
594,0.0929215,0.0625373,0.26488,0.384406,0.195255,1.38054,9.29215
595,0.0925506,0.0626199,0.265109,0.384531,0.19519,1.38026,9.25506
596,0.0921811,0.0627022,0.265337,0.384655,0.195124,1.37998,9.21811
597,0.0918131,0.0627844,0.265564,0.384779,0.195059,1.3797,9.18131
598,0.0914466,0.0628663,0.265791,0.384903,0.194994,1.37942,9.14466
599,0.0910816,0.062948,0.266016,0.385026,0.194928,1.37915,9.10816
600,0.090718,0.0630295,0.266242,0.385148,0.194863,1.37887,9.0718
601,0.0903558,0.0631107,0.266466,0.385269,0.194798,1.3786,9.03558
602,0.0899951,0.0631917,0.266689,0.38539,0.194733,1.37833,8.99951
603,0.0896358,0.0632726,0.266912,0.385511,0.194668,1.37806,8.96358
604,0.089278,0.0633531,0.267134,0.385631,0.194604,1.37779,8.9278
605,0.0889216,0.0634335,0.267356,0.38575,0.194539,1.37753,8.89216
606,0.0885666,0.0635137,0.267577,0.385869,0.194474,1.37726,8.85666
607,0.0882131,0.0635936,0.267796,0.385987,0.19441,1.377,8.82131
608,0.0878609,0.0636733,0.268016,0.386105,0.194345,1.37674,8.78609
609,0.0875102,0.0637528,0.268234,0.386222,0.194281,1.37648,8.75102
610,0.0871609,0.0638321,0.268452,0.386338,0.194217,1.37622,8.71609
611,0.0868129,0.0639111,0.268669,0.386454,0.194153,1.37596,8.68129
612,0.0864663,0.06399,0.268886,0.386569,0.194089,1.37571,8.64663
613,0.0861212,0.0640686,0.269101,0.386684,0.194025,1.37546,8.61212
614,0.0857774,0.064147,0.269316,0.386799,0.193961,1.3752,8.57774
615,0.085435,0.0642252,0.26953,0.386912,0.193897,1.37495,8.5435
616,0.0850939,0.0643031,0.269744,0.387025,0.193834,1.3747,8.50939
617,0.0847542,0.0643809,0.269957,0.387138,0.19377,1.37446,8.47542
618,0.0844159,0.0644584,0.270169,0.38725,0.193707,1.37421,8.44159
619,0.0840789,0.0645358,0.27038,0.387362,0.193643,1.37397,8.40789
620,0.0837432,0.0646129,0.270591,0.387473,0.19358,1.37372,8.37432
621,0.0834089,0.0646898,0.270801,0.387583,0.193517,1.37348,8.34089
622,0.083076,0.0647664,0.271011,0.387693,0.193454,1.37324,8.3076
623,0.0827443,0.0648429,0.271219,0.387803,0.193391,1.373,8.27443
624,0.082414,0.0649191,0.271427,0.387912,0.193328,1.37277,8.2414
625,0.082085,0.0649952,0.271634,0.38802,0.193265,1.37253,8.2085
626,0.0817573,0.065071,0.271841,0.388128,0.193202,1.3723,8.17573
627,0.0814309,0.0651466,0.272047,0.388236,0.19314,1.37206,8.14309
628,0.0811059,0.065222,0.272252,0.388343,0.193077,1.37183,8.11059
629,0.0807821,0.0652972,0.272457,0.388449,0.193015,1.3716,8.07821
630,0.0804596,0.0653721,0.272661,0.388555,0.192953,1.37137,8.04596
631,0.0801384,0.0654469,0.272864,0.38866,0.192891,1.37114,8.01384
632,0.0798185,0.0655215,0.273066,0.388765,0.192829,1.37092,7.98185
633,0.0794999,0.0655958,0.273268,0.388869,0.192767,1.37069,7.94999
634,0.0791825,0.0656699,0.273469,0.388973,0.192705,1.37047,7.91825
635,0.0788664,0.0657438,0.27367,0.389077,0.192643,1.37025,7.88664
636,0.0785516,0.0658175,0.27387,0.38918,0.192582,1.37003,7.85516
637,0.078238,0.065891,0.274069,0.389282,0.19252,1.36981,7.8238
638,0.0779257,0.0659643,0.274267,0.389384,0.192459,1.36959,7.79257
639,0.0776146,0.0660374,0.274465,0.389485,0.192397,1.36937,7.76146
640,0.0773047,0.0661102,0.274662,0.389586,0.192336,1.36916,7.73047
641,0.0769961,0.0661829,0.274859,0.389687,0.192275,1.36894,7.69961
642,0.0766888,0.0662554,0.275055,0.389787,0.192214,1.36873,7.66888
643,0.0763826,0.0663276,0.27525,0.389886,0.192153,1.36852,7.63826
644,0.0760777,0.0663996,0.275445,0.389985,0.192093,1.36831,7.60777
645,0.075774,0.0664715,0.275638,0.390084,0.192032,1.3681,7.5774
646,0.0754715,0.0665431,0.275832,0.390182,0.191971,1.36789,7.54715
647,0.0751702,0.0666145,0.276024,0.39028,0.191911,1.36768,7.51702
648,0.0748701,0.0666857,0.276216,0.390377,0.191851,1.36748,7.48701
649,0.0745713,0.0667567,0.276408,0.390474,0.191791,1.36727,7.45713
650,0.0742736,0.0668275,0.276598,0.39057,0.191731,1.36707,7.42736
651,0.0739771,0.0668981,0.276788,0.390666,0.191671,1.36687,7.39771
652,0.0736818,0.0669685,0.276978,0.390761,0.191611,1.36667,7.36818
653,0.0733876,0.0670387,0.277167,0.390856,0.191551,1.36647,7.33876
654,0.0730947,0.0671087,0.277355,0.390951,0.191491,1.36627,7.30947
655,0.0728029,0.0671784,0.277542,0.391045,0.191432,1.36607,7.28029
656,0.0725122,0.067248,0.277729,0.391138,0.191372,1.36588,7.25122
657,0.0722228,0.0673174,0.277915,0.391231,0.191313,1.36568,7.22228
658,0.0719344,0.0673866,0.278101,0.391324,0.191254,1.36549,7.19344
659,0.0716473,0.0674555,0.278286,0.391416,0.191195,1.3653,7.16473
660,0.0713613,0.0675243,0.27847,0.391508,0.191136,1.36511,7.13613
661,0.0710764,0.0675929,0.278654,0.3916,0.191077,1.36492,7.10764
662,0.0707927,0.0676612,0.278837,0.39169,0.191019,1.36473,7.07927
663,0.0705101,0.0677294,0.27902,0.391781,0.19096,1.36454,7.05101
664,0.0702286,0.0677973,0.279202,0.391871,0.190901,1.36435,7.02286
665,0.0699482,0.0678651,0.279383,0.391961,0.190843,1.36417,6.99482
666,0.069669,0.0679327,0.279563,0.39205,0.190785,1.36398,6.9669
